KO	GeneNumber	Description
K03644	1	 lipA; lipoyl synthase [EC:2.8.1.8]
K03497	1	 parB, spo0J; chromosome partitioning protein, ParB family
K03496	1	 parA, soj; chromosome partitioning protein
K03495	1	 gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme
K03650	1	 mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]
K03217	1	 yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase
K14162	1	 dnaE2; error-prone DNA polymerase [EC:2.7.7.7]
K07443	1	 ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein
K03657	1	 uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
K02238	2	 comEC; competence protein ComEC
K03072	1	 secD; preprotein translocase subunit SecD
K03074	1	 secF; preprotein translocase subunit SecF
K03424	1	 tatD; TatD DNase family protein [EC:3.1.21.-]
K03572	1	 mutL; DNA mismatch repair protein MutL
K00791	1	 miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]
K00754	1	 bshA; L-malate glycosyltransferase [EC:2.4.1.-]
K06153	1	 bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]
K03524	1	 birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K03525	1	 coaX; type III pantothenate kinase [EC:2.7.1.33]
K03575	1	 mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]
K03405	1	 chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]
K21495	2	 fitA; antitoxin FitA
K01990	7	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K01995	2	 livG; branched-chain amino acid transport system ATP-binding protein
K03701	2	 uvrA; excinuclease ABC subunit A
K18890	1	 mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump
K01951	2	 guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
K03466	1	 ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
K14441	1	 rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
K03820	1	 lnt; apolipoprotein N-acyltransferase [EC:2.3.1.269]
K09927	1	 K09927; uncharacterized protein
K03782	1	 katG; catalase-peroxidase [EC:1.11.1.21]
K19166	2	 higB; mRNA interferase HigB [EC:3.1.-.-]
K18831	2	 higA; HTH-type transcriptional regulator / antitoxin HigA
K00034	1	 gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
K11689	1	 dctQ; C4-dicarboxylate transporter, DctQ subunit
K00316	1	 spdH; spermidine dehydrogenase [EC:1.5.99.6]
K01610	1	 E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
K00029	1	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K01104	2	 E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
K11927	1	 rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]
K07064	2	 K07064; uncharacterized protein
K00384	1	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K06015	9	 E3.5.1.81; N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
K01992	6	 ABC-2.P; ABC-2 type transport system permease protein
K00184	1	 K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit
K00185	1	 K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit
K21572	13	 susD; starch-binding outer membrane protein, SusD/RagB family
K03070	1	 secA; preprotein translocase subunit SecA
K03630	4	 radC; DNA repair protein RadC
K00639	2	 kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]
K14445	2	 SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5
K01893	1	 NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]
K03655	3	 recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]
K03110	1	 ftsY; fused signal recognition particle receptor
K00823	1	 puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]
K00140	1	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
K21472	1	 lytH; peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]
K05569	1	 mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E
K05570	1	 mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F
K05571	1	 mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G
K05566	2	 mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B
K12263	1	 cccB; cytochrome c551
K02050	1	 ABC.SN.P; NitT/TauT family transport system permease protein
K01485	2	 codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
K06217	1	 phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins
K01876	2	 aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
K01273	8	 DPEP; membrane dipeptidase [EC:3.4.13.19]
K01775	2	 alr; alanine racemase [EC:5.1.1.1]
K00648	2	 fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
K01733	1	 thrC; threonine synthase [EC:4.2.3.1]
K00872	1	 thrB1; homoserine kinase [EC:2.7.1.39]
K00973	1	 E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
K01649	1	 leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]
K07657	2	 phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
K07636	1	 phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
K18235	1	 vgb; virginiamycin B lyase [EC:4.2.99.-]
K18843	1	 hicB; antitoxin HicB
K02026	1	 ABC.MS.P1; multiple sugar transport system permease protein
K02025	1	 ABC.MS.P; multiple sugar transport system permease protein
K00782	1	 lldG; L-lactate dehydrogenase complex protein LldG
K18929	2	 lldF; L-lactate dehydrogenase complex protein LldF
K14161	1	 imuB; protein ImuB
K21744	1	 tipA; MerR family transcriptional regulator, thiopeptide resistance regulator
K07733	2	 alpA; prophage regulatory protein
K07452	1	 mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
K19147	1	 mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC
K00111	1	 glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
K01750	1	 E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]
K03086	3	 rpoD; RNA polymerase primary sigma factor
K06949	1	 rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
K03547	2	 sbcD, mre11; DNA repair protein SbcD/Mre11
K06902	1	 UMF1; MFS transporter, UMF1 family
K01999	3	 livK; branched-chain amino acid transport system substrate-binding protein
K01996	2	 livF; branched-chain amino acid transport system ATP-binding protein
K01912	2	 paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
K00275	1	 pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K07071	1	 K07071; uncharacterized protein
K01783	1	 rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
K01807	1	 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
K03856	2	 AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
K01755	1	 argH, ASL; argininosuccinate lyase [EC:4.3.2.1]
K01438	2	 argE; acetylornithine deacetylase [EC:3.5.1.16]
K03321	1	 TC.SULP; sulfate permease, SulP family
K03654	2	 recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
K02014	12	 TC.FEV.OM; iron complex outermembrane recepter protein
K00681	13	 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K03704	3	 cspA; cold shock protein (beta-ribbon, CspA family)
K16089	3	 TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins
K00232	1	 E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]
K01588	1	 purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
K01589	1	 purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
K03624	1	 greA; transcription elongation factor GreA
K07305	1	 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
K00059	5	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K02039	1	 phoU; phosphate transport system protein
K02036	1	 pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]
K02038	2	 pstA; phosphate transport system permease protein
K02037	2	 pstC; phosphate transport system permease protein
K02040	2	 pstS; phosphate transport system substrate-binding protein
K00281	1	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K01301	1	 NAALAD; N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]
K01470	2	 E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]
K02033	3	 ABC.PE.P; peptide/nickel transport system permease protein
K02035	4	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K00773	1	 tgt, QTRT1; queuine tRNA-ribosyltransferase [EC:2.4.2.29]
K03210	1	 yajC; preprotein translocase subunit YajC
K03979	1	 obgE, cgtA; GTPase [EC:3.6.5.-]
K03797	2	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]
K00943	1	 tmk, DTYMK; dTMP kinase [EC:2.7.4.9]
K01858	1	 INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]
K00995	2	 pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
K02493	1	 hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]
K21430	3	 yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
K07043	2	 K07043; uncharacterized protein
K01153	3	 hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]
K03625	1	 nusB; N utilization substance protein B
K00794	1	 ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
K14652	1	 ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
K00793	1	 ribE, RIB5; riboflavin synthase [EC:2.5.1.9]
K11752	2	 ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
K01933	1	 purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
K01887	1	 RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]
K01848	2	 E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
K01436	1	 K01436; amidohydrolase [EC:3.5.1.-]
K01809	1	 manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]
K01069	1	 gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
K06889	2	 K06889; uncharacterized protein
K07062	2	 fitB; toxin FitB [EC:3.1.-.-]
K01895	1	 ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]
K09825	1	 perR; Fur family transcriptional regulator, peroxide stress response regulator
K03750	1	 moeA; molybdopterin molybdotransferase [EC:2.10.1.1]
K07027	2	 K07027; glycosyltransferase 2 family protein
K01462	1	 PDF, def; peptide deformylase [EC:3.5.1.88]
K00604	1	 MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]
K00788	2	 thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
K03149	2	 thiG; thiazole synthase [EC:2.8.1.10]
K03500	1	 rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
K12132	2	 prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
K01940	1	 argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]
K00077	1	 panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
K01560	1	 E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
K07402	3	 xdhC; xanthine dehydrogenase accessory factor
K21498	5	 higA-1; antitoxin HigA-1
K02055	1	 ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
K07161	2	 K07161; uncharacterized protein
K00817	2	 hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
K00558	2	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K01955	1	 carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
K06195	1	 apaG; ApaG protein
K16053	2	 ybdG, mscM; miniconductance mechanosensitive channel
K00957	1	 cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
K03771	1	 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K02341	1	 holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
K03637	1	 moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
K08307	1	 mltD, dniR; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
K00088	1	 IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]
K02106	1	 atoE; short-chain fatty acids transporter
K01926	1	 rex; redox-sensing transcriptional repressor
K02528	1	 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
K07315	2	 rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
K00625	1	 E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]
K00954	1	 E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
K08316	1	 rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
K07462	1	 recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
K02316	4	 dnaG; DNA primase [EC:2.7.7.-]
K15778	1	 pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
K01463	1	 bshB1; N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]
K16167	1	 bpsA, srsA, pks11, pks10; alkylresorcinol/alkylpyrone synthase
K16168	1	 bpsB, srsB; methyltransferase
K01081	1	 E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]
K00133	1	 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K01739	1	 metB; cystathionine gamma-synthase [EC:2.5.1.48]
K00641	1	 metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
K12340	2	 tolC; outer membrane protein
K03088	10	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K02902	2	 RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28
K01580	1	 E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]
K06218	2	 relE, stbE; mRNA interferase RelE/StbE
K08738	1	 CYC; cytochrome c
K18682	1	 rny; ribonucrease Y [EC:3.1.-.-]
K01491	1	 folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
K03601	1	 xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
K03602	1	 xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K13789	1	 GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]
K00858	1	 ppnK, NADK; NAD+ kinase [EC:2.7.1.23]
K03631	1	 recN; DNA repair protein RecN (Recombination protein N)
K17247	1	 msrQ; methionine sulfoxide reductase heme-binding subunit
K07147	1	 msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
K03787	2	 surE; 5'-nucleotidase [EC:3.1.3.5]
K06880	1	 ereA_B; erythromycin esterase [EC:3.1.1.-]
K04077	1	 groEL, HSPD1; chaperonin GroEL
K11178	1	 yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
K00127	1	 fdoI, fdsG; formate dehydrogenase subunit gamma
K01754	6	 E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]
K16264	1	 czcD, zitB; cobalt-zinc-cadmium efflux system protein
K01061	2	 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
K07341	1	 doc; death on curing protein
K13963	1	 SERPINB; serpin B
K00764	1	 purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]
K01952	3	 purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
K03301	2	 TC.AAA; ATP:ADP antiporter, AAA family
K00252	1	 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00333	1	 nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00334	1	 nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]
K00335	1	 nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K00336	1	 nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]
K00337	1	 nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]
K00338	1	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K01647	2	 CS, gltA; citrate synthase [EC:2.3.3.1]
K01673	1	 cynT, can; carbonic anhydrase [EC:4.2.1.1]
K01619	1	 deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]
K03427	3	 hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
K01434	2	 E3.5.1.11; penicillin amidase [EC:3.5.1.11]
K17836	2	 penP; beta-lactamase class A [EC:3.5.2.6]
K02355	2	 fusA, GFM, EFG; elongation factor G
K01159	1	 ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]
K07458	1	 vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]
K01426	4	 E3.5.1.4, amiE; amidase [EC:3.5.1.4]
K03665	1	 hflX; GTPase
K03474	1	 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]
K00919	1	 ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
K03832	5	 tonB; periplasmic protein TonB
K03559	1	 exbD; biopolymer transport protein ExbD
K03562	1	 tolQ; biopolymer transport protein TolQ
K01784	1	 galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]
K03789	1	 rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
K14742	1	 tsaB; tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
K06925	1	 tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
K03702	1	 uvrB; excinuclease ABC subunit B
K01966	1	 PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]
K01961	3	 accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
K06941	1	 rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
K03100	1	 lepB; signal peptidase I [EC:3.4.21.89]
K01695	1	 trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
K01696	1	 trpB; tryptophan synthase beta chain [EC:4.2.1.20]
K02053	1	 ABC.SP.P; putative spermidine/putrescine transport system permease protein
K02054	1	 ABC.SP.P1; putative spermidine/putrescine transport system permease protein
K02004	5	 ABC.CD.P; putative ABC transport system permease protein
K04772	1	 degQ, hhoA; serine protease DegQ [EC:3.4.21.-]
K00286	1	 proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K02067	2	 mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
K02065	2	 mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
K02066	2	 mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein
K00117	7	 gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
K18815	1	 aac6-I; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]
K07065	1	 K07065; uncharacterized protein
K14393	1	 actP; cation/acetate symporter
K03294	2	 TC.APA; basic amino acid/polyamine antiporter, APA family
K18660	1	 ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K03307	2	 TC.SSS; solute:Na+ symporter, SSS family
K19689	1	 ampS, pepS, ampT; aminopeptidase [EC:3.4.11.-]
K08296	1	 sixA; phosphohistidine phosphatase [EC:3.1.3.-]
K03465	1	 thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]
K00135	1	 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K06133	1	 LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
K07030	1	 K07030; uncharacterized protein
K07101	1	 K07101; uncharacterized protein
K02226	2	 cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]
K02233	2	 E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
K02231	3	 cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
K02342	2	 dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
K03523	1	 bioY; biotin transport system substrate-specific component
K07052	3	 K07052; uncharacterized protein
K16345	5	 xanP; xanthine permease XanP
K01740	1	 metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K19159	1	 yefM; antitoxin YefM
K00471	1	 E1.14.11.1; gamma-butyrobetaine dioxygenase [EC:1.14.11.1]
K02469	2	 gyrA; DNA gyrase subunit A [EC:5.99.1.3]
K07140	2	 K07140; uncharacterized protein
K03518	1	 coxS; aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]
K03977	1	 engA, der; GTPase
K03703	2	 uvrC; excinuclease ABC subunit C
K03980	1	 murJ, mviN; putative peptidoglycan lipid II flippase
K22136	1	 bshC; bacillithiol synthase
K00783	1	 rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]
K00912	1	 lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]
K00748	1	 lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]
K00677	1	 lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
K16363	1	 lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
K02990	1	 RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6
K02939	1	 RP-L9, MRPL9, rplI; large subunit ribosomal protein L9
K03529	1	 smc; chromosome segregation protein
K07460	1	 yraN; putative endonuclease
K02343	1	 dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
K09747	1	 K09747; uncharacterized protein
K06187	1	 recR; recombination protein RecR
K03742	1	 pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03687	1	 GRPE; molecular chaperone GrpE
K03686	2	 dnaJ; molecular chaperone DnaJ
K00566	1	 mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
K04487	1	 iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]
K01903	1	 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K02237	1	 comEA; competence protein ComEA
K02276	2	 coxC, ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]
K02274	1	 coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]
K02428	1	 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K03272	1	 gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]
K05568	3	 mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D
K01897	2	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K01997	2	 livH; branched-chain amino acid transport system permease protein
K01998	2	 livM; branched-chain amino acid transport system permease protein
K07316	1	 mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K01156	1	 res; type III restriction enzyme [EC:3.1.21.5]
K00974	1	 cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
K03271	1	 gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]
K01872	1	 AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]
K03553	1	 recA; recombination protein RecA
K02195	1	 ccmC; heme exporter protein C
K03527	1	 ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]
