KO	GeneNumber	Description
K08305	1	 mltB; membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
K00784	2	 rnz; ribonuclease Z [EC:3.1.26.11]
K03574	1	 mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
K00620	1	 argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
K03769	2	 ppiC; peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
K01469	1	 OPLAH, OXP1, oplAH; 5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]
K02182	2	 caiC; carnitine-CoA ligase [EC:6.2.1.48]
K01962	1	 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
K00428	1	 E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]
K03070	1	 secA; preprotein translocase subunit SecA
K03752	1	 mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77]
K01556	1	 KYNU, kynU; kynureninase [EC:3.7.1.3]
K01652	6	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K18258	1	 CRYM; thiomorpholine-carboxylate dehydrogenase [EC:1.5.1.25]
K01810	1	 GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]
K03572	1	 mutL; DNA mismatch repair protein MutL
K01426	6	 E3.5.1.4, amiE; amidase [EC:3.5.1.4]
K01104	1	 E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
K15977	1	 K15977; putative oxidoreductase
K09930	1	 K09930; uncharacterized protein
K21677	1	 hpnE; hydroxysqualene dehydroxylase [EC:1.17.8.1]
K21678	1	 hpnD; presqualene diphosphate synthase [EC:2.5.1.103]
K03439	1	 trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
K00789	1	 metK; S-adenosylmethionine synthetase [EC:2.5.1.6]
K21498	11	 higA-1; antitoxin HigA-1
K07552	5	 bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein
K01895	2	 ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]
K07172	1	 mazE, chpAI; antitoxin MazE
K00020	4	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K07171	1	 mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]
K01061	5	 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
K07305	1	 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
K01992	3	 ABC-2.P; ABC-2 type transport system permease protein
K14266	1	 prnA, rebH, ktzQ; tryptophan 7-halogenase [EC:1.14.19.9]
K09136	1	 ycaO; ribosomal protein S12 methylthiotransferase accessory factor
K00496	1	 alkB1_2, alkM; alkane 1-monooxygenase [EC:1.14.15.3]
K02037	1	 pstC; phosphate transport system permease protein
K02038	1	 pstA; phosphate transport system permease protein
K02036	1	 pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]
K02039	1	 phoU; phosphate transport system protein
K07657	1	 phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
K08218	1	 ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
K03738	1	 aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K07140	2	 K07140; uncharacterized protein
K00769	1	 gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
K01918	1	 panC; pantoate--beta-alanine ligase [EC:6.3.2.1]
K00606	1	 panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
K03536	1	 rnpA; ribonuclease P protein component [EC:3.1.26.5]
K08998	1	 K08998; uncharacterized protein
K03217	1	 yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase
K03978	1	 engB; GTP-binding protein
K00930	1	 argB; acetylglutamate kinase [EC:2.7.2.8]
K07387	1	 K07387; putative metalloprotease [EC:3.4.24.-]
K03566	1	 gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
K07270	2	 K07270; glycosyl transferase, family 25
K16515	1	 galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]
K10218	1	 ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
K16514	1	 galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]
K02051	10	 ABC.SN.S; NitT/TauT family transport system substrate-binding protein
K06878	1	 K06878; tRNA-binding protein
K02002	6	 proX; glycine betaine/proline transport system substrate-binding protein
K02001	6	 proW; glycine betaine/proline transport system permease protein
K02000	6	 proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]
K11991	1	 tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]
K02435	1	 gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
K02433	5	 gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K09984	1	 K09984; uncharacterized protein
K01679	2	 E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]
K07334	4	 higB-1; toxin HigB-1
K01628	3	 fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]
K07133	2	 K07133; uncharacterized protein
K03273	1	 gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]
K03593	1	 mrp, NUBPL; ATP-binding protein involved in chromosome partitioning
K04088	1	 hflK; membrane protease subunit HflK [EC:3.4.-.-]
K04087	1	 hflC; membrane protease subunit HflC [EC:3.4.-.-]
K09937	1	 K09937; uncharacterized protein
K02509	1	 hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]
K17735	1	 lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]
K01271	1	 pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]
K01133	2	 betC; choline-sulfatase [EC:3.1.6.6]
K00626	6	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K11159	1	 K11159; carotenoid cleavage dioxygenase
K00459	4	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K01897	6	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K01560	5	 E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
K11962	1	 urtD; urea transport system ATP-binding protein
K00059	7	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K01480	2	 speB; agmatinase [EC:3.5.3.11]
K02028	2	 ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:3.6.3.21]
K00266	1	 gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K00265	1	 gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]
K02012	2	 afuA, fbpA; iron(III) transport system substrate-binding protein
K01740	3	 metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K05838	1	 ybbN; putative thioredoxin
K19055	2	 prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]
K00052	1	 leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
K00658	1	 DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
K00164	1	 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
K01902	2	 sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K01903	2	 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K02372	2	 fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K02517	1	 lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]
K09862	1	 K09862; uncharacterized protein
K06287	2	 maf; septum formation protein
K02518	1	 infA; translation initiation factor IF-1
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00765	1	 hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
K00790	1	 murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
K07080	6	 K07080; uncharacterized protein
K19745	1	 acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
K01465	2	 URA4, pyrC; dihydroorotase [EC:3.5.2.3]
K06980	1	 ygfZ; tRNA-modifying protein YgfZ
K01006	1	 ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]
K01879	1	 glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]
K01878	1	 glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]
K02523	1	 ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]
K01721	2	 nthA; nitrile hydratase subunit alpha [EC:4.2.1.84]
K20807	2	 nthB; nitrile hydratase subunit beta [EC:4.2.1.84]
K11072	2	 potA; spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]
K02053	3	 ABC.SP.P; putative spermidine/putrescine transport system permease protein
K11079	1	 attA2; mannopine transport system permease protein
K02055	4	 ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
K00799	10	 GST, gst; glutathione S-transferase [EC:2.5.1.18]
K10674	2	 ectD; ectoine hydroxylase [EC:1.14.11.55]
K00632	2	 fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]
K01179	1	 E3.2.1.4; endoglucanase [EC:3.2.1.4]
K01883	1	 CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
K03075	1	 secG; preprotein translocase subunit SecG
K01937	1	 pyrG, CTPS; CTP synthase [EC:6.3.4.2]
K01915	4	 glnA, GLUL; glutamine synthetase [EC:6.3.1.2]
K22077	1	 GDAP1; ganglioside-induced differentiation-associated protein 1
K00864	1	 glpK, GK; glycerol kinase [EC:2.7.1.30]
K04109	1	 hcrB, hbaD; 4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9]
K06996	1	 K06996; uncharacterized protein
K00471	1	 E1.14.11.1; gamma-butyrobetaine dioxygenase [EC:1.14.11.1]
K02259	1	 COX15, ctaA; cytochrome c oxidase assembly protein subunit 15
K03630	1	 radC; DNA repair protein RadC
K01265	1	 map; methionyl aminopeptidase [EC:3.4.11.18]
K06206	1	 sfsA; sugar fermentation stimulation protein A
K01768	5	 E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
K11209	3	 yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]
K11942	1	 icmF; isobutyryl-CoA mutase [EC:5.4.99.13]
K19191	1	 mabO; 4-methylaminobutanoate oxidase (formaldehyde-forming) [EC:1.5.3.19]
K05773	1	 tupB, vupB; tungstate transport system permease protein
K06857	1	 tupC, vupC; tungstate transport system ATP-binding protein [EC:3.6.3.55]
K05772	1	 tupA, vupA; tungstate transport system substrate-binding protein
K06985	1	 K06985; aspartyl protease family protein
K03568	1	 tldD; TldD protein
K02916	1	 RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35
K02887	1	 RP-L20, MRPL20, rplT; large subunit ribosomal protein L20
K01889	1	 FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
K06173	1	 truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
K00604	1	 MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]
K01462	1	 PDF, def; peptide deformylase [EC:3.5.1.88]
K09760	1	 rmuC; DNA recombination protein RmuC
K06016	1	 pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]
K03427	1	 hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
K01470	1	 E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]
K07075	1	 K07075; uncharacterized protein
K00548	3	 metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K00529	1	 hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
K00772	1	 mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]
K06942	1	 ychF; ribosome-binding ATPase
K01056	1	 PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
K02897	1	 RP-L25, rplY; large subunit ribosomal protein L25
K00948	1	 PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
K04090	1	 E1.2.7.8; indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]
K00413	1	 CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00411	1	 UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K03216	1	 trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K18843	3	 hicB; antitoxin HicB
K03707	1	 tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K00666	8	 ACSF2; fatty-acyl-CoA synthase [EC:6.2.1.-]
K03545	1	 tig; trigger factor
K01358	1	 clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
K03544	1	 clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX
K01338	2	 lon; ATP-dependent Lon protease [EC:3.4.21.53]
K03530	7	 hupB; DNA-binding protein HU-beta
K01754	4	 E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]
K08309	1	 slt; soluble lytic murein transglycosylase [EC:4.2.2.-]
K01714	2	 dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
K00574	1	 cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
K13503	1	 trpEG; anthranilate synthase [EC:4.1.3.27]
K03977	1	 engA, der; GTPase
K00764	1	 purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]
K03558	1	 cvpA; membrane protein required for colicin V production
K04485	1	 radA, sms; DNA repair protein RadA/Sms
K02065	2	 mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
K02066	2	 mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein
K01775	1	 alr; alanine racemase [EC:5.1.1.1]
K02314	1	 dnaB; replicative DNA helicase [EC:3.6.4.12]
K00761	1	 upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]
K02049	9	 ABC.SN.A; NitT/TauT family transport system ATP-binding protein
K02050	11	 ABC.SN.P; NitT/TauT family transport system permease protein
K08299	1	 caiD; crotonobetainyl-CoA hydratase [EC:4.2.1.149]
K01431	1	 UPB1, pydC; beta-ureidopropionase [EC:3.5.1.6]
K01464	1	 DPYS, dht, hydA; dihydropyrimidinase [EC:3.5.2.2]
K17723	1	 preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
K17722	1	 preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
K02493	1	 hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]
K11189	1	 PTS-HPR; phosphocarrier protein
K02793	1	 PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]
K06958	1	 rapZ; RNase adapter protein RapZ
K07088	2	 K07088; uncharacterized protein
K14980	1	 chvG; two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]
K14981	1	 chvI; two-component system, OmpR family, response regulator ChvI
K09796	1	 pccA; periplasmic copper chaperone A
K07226	1	 hugZ, hutZ; heme iron utilization protein
K01610	1	 E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
K09456	1	 aidB; putative acyl-CoA dehydrogenase
K02031	5	 ABC.PE.A; peptide/nickel transport system ATP-binding protein
K02034	8	 ABC.PE.P1; peptide/nickel transport system permease protein
K02033	8	 ABC.PE.P; peptide/nickel transport system permease protein
K02035	8	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K01990	3	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K03327	2	 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
K06134	1	 COQ7; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
K07119	3	 K07119; uncharacterized protein
K01755	1	 argH, ASL; argininosuccinate lyase [EC:4.3.2.1]
K01586	1	 lysA; diaminopimelate decarboxylase [EC:4.1.1.20]
K03073	1	 secE; preprotein translocase subunit SecE
K02601	1	 nusG; transcriptional antiterminator NusG
K02867	1	 RP-L11, MRPL11, rplK; large subunit ribosomal protein L11
K02863	1	 RP-L1, MRPL1, rplA; large subunit ribosomal protein L1
K02864	1	 RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10
K02935	1	 RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12
K03043	1	 rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
K03046	1	 rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
K02950	1	 RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
K02992	1	 RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7
K02355	2	 fusA, GFM, EFG; elongation factor G
K02358	1	 tuf, TUFM; elongation factor Tu
K02946	1	 RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
K02906	1	 RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
K02926	1	 RP-L4, MRPL4, rplD; large subunit ribosomal protein L4
K02892	1	 RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
K02886	1	 RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
K02965	1	 RP-S19, rpsS; small subunit ribosomal protein S19
K02890	1	 RP-L22, MRPL22, rplV; large subunit ribosomal protein L22
K02982	1	 RP-S3, rpsC; small subunit ribosomal protein S3
K02878	1	 RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
K02904	1	 RP-L29, rpmC; large subunit ribosomal protein L29
K02961	1	 RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17
K02874	1	 RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
K02895	1	 RP-L24, MRPL24, rplX; large subunit ribosomal protein L24
K02931	1	 RP-L5, MRPL5, rplE; large subunit ribosomal protein L5
K02954	1	 RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14
K02994	1	 RP-S8, rpsH; small subunit ribosomal protein S8
