KO	GeneNumber	Description
K03925	1	 mraZ; MraZ protein
K00252	1	 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K03688	1	 ubiB, aarF; ubiquinone biosynthesis protein
K03690	1	 ubiJ; ubiquinone biosynthesis protein UbiJ
K03183	1	 ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
K00571	30	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K07451	2	 mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]
K01698	1	 hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]
K00939	2	 adk, AK; adenylate kinase [EC:2.7.4.3]
K01626	1	 E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
K00958	1	 sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]
K02033	6	 ABC.PE.P; peptide/nickel transport system permease protein
K02034	6	 ABC.PE.P1; peptide/nickel transport system permease protein
K21430	1	 yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
K00681	3	 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K00605	3	 gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]
K02302	1	 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]
K03179	1	 ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]
K00058	4	 serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K00324	1	 pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]
K00325	1	 pntB; NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]
K02058	2	 ABC.SS.S; simple sugar transport system substrate-binding protein
K21053	1	 ade; adenine deaminase [EC:3.5.4.2]
K01477	1	 alc, ALLC; allantoicase [EC:3.5.3.4]
K01483	1	 allA; ureidoglycolate lyase [EC:4.3.2.3]
K01496	1	 hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]
K02500	1	 hisF; cyclase [EC:4.1.3.-]
K01814	2	 hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
K02501	1	 hisH; glutamine amidotransferase [EC:2.4.2.-]
K01693	1	 hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K02055	3	 ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
K02052	3	 ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
K02054	4	 ABC.SP.P1; putative spermidine/putrescine transport system permease protein
K02053	4	 ABC.SP.P; putative spermidine/putrescine transport system permease protein
K01246	1	 tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
K04079	2	 HSP90A, htpG; molecular chaperone HtpG
K00479	1	 gbcA; glycine betaine catabolism A
K02001	5	 proW; glycine betaine/proline transport system permease protein
K02000	5	 proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]
K02002	5	 proX; glycine betaine/proline transport system substrate-binding protein
K17735	1	 lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]
K09011	1	 cimA; (R)-citramalate synthase [EC:2.3.1.182]
K08218	1	 ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
K02221	1	 yggT; YggT family protein
K00286	1	 proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K06997	1	 yggS, PROSC; PLP dependent protein
K03215	1	 rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
K07501	1	 K07501; 3'-5' exonuclease
K00123	2	 fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]
K00122	1	 FDH; formate dehydrogenase [EC:1.17.1.9]
K00762	1	 pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]
K00992	1	 murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]
K03801	1	 lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]
K07258	1	 dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
K07133	4	 K07133; uncharacterized protein
K05786	1	 rarD; chloramphenicol-sensitive protein RarD
K01869	1	 LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]
K01465	2	 URA4, pyrC; dihydroorotase [EC:3.5.2.3]
K00609	1	 pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
K02825	1	 pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
K07447	1	 ruvX; putative holliday junction resolvase [EC:3.1.-.-]
K07735	1	 algH; putative transcriptional regulator
K01092	2	 E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
K01710	1	 E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
K07270	1	 K07270; glycosyl transferase, family 25
K01953	2	 asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
K01866	1	 YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
K09001	1	 anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
K03851	1	 tpa; taurine-pyruvate aminotransferase [EC:2.6.1.77]
K00020	2	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K22083	1	 mgsC; methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21]
K10112	8	 msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein
K02026	6	 ABC.MS.P1; multiple sugar transport system permease protein
K02025	7	 ABC.MS.P; multiple sugar transport system permease protein
K02027	6	 ABC.MS.S; multiple sugar transport system substrate-binding protein
K12267	2	 msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]
K01091	2	 gph; phosphoglycolate phosphatase [EC:3.1.3.18]
K00974	1	 cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
K07146	1	 K07146; UPF0176 protein
K02224	1	 cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]
K00185	1	 K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit
K00184	1	 K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit
K11179	2	 tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]
K07237	1	 tusB, dsrH; tRNA 2-thiouridine synthesizing protein B
K07236	1	 tusC, dsrF; tRNA 2-thiouridine synthesizing protein C
K07235	1	 tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]
K11181	1	 dsrB; dissimilatory sulfite reductase beta subunit [EC:1.8.99.5]
K07340	1	 ybbJ; inner membrane protein
K11180	1	 dsrA; dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5]
K00135	2	 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K00059	4	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K00507	1	 SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K11004	1	 hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB
K11003	1	 hlyD, cyaD; hemolysin D
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K13609	1	 dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]
K01607	1	 pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
K09927	1	 K09927; uncharacterized protein
K08319	2	 ltnD; L-threonate 2-dehydrogenase [EC:1.1.1.411]
K00874	1	 kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K09767	1	 yajQ; cyclic-di-GMP-binding protein
K01647	1	 CS, gltA; citrate synthase [EC:2.3.3.1]
K03439	1	 trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
K05801	1	 djlA; DnaJ like chaperone protein
K00626	2	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K01782	1	 fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
K10021	1	 occP, nocP; octopine/nopaline transport system ATP-binding protein [EC:3.6.3.-]
K10022	1	 aotJ; arginine/ornithine transport system substrate-binding protein
K10024	1	 aotQ; arginine/ornithine transport system permease protein
K10023	1	 aotM; arginine/ornithine transport system permease protein
K03469	1	 rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]
K02342	1	 dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K15724	2	 erpA; iron-sulfur cluster insertion protein
K03687	1	 GRPE; molecular chaperone GrpE
K04043	1	 dnaK, HSPA9; molecular chaperone DnaK
K03686	3	 dnaJ; molecular chaperone DnaJ
K00606	2	 panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
K03722	1	 dinG; ATP-dependent DNA helicase DinG [EC:3.6.4.12]
K14742	1	 tsaB; tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
K13896	1	 yejF; microcin C transport system ATP-binding protein
K13895	1	 yejE; microcin C transport system permease protein
K13894	1	 yejB; microcin C transport system permease protein
K06877	1	 K06877; DEAD/DEAH box helicase domain-containing protein
K01920	1	 gshB; glutathione synthase [EC:6.3.2.3]
K01908	1	 prpE; propionyl-CoA synthetase [EC:6.2.1.17]
K02610	1	 paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB
K02611	1	 paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]
K02612	1	 paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD
K02613	1	 paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
K15866	1	 paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]
K02614	1	 paaI; acyl-CoA thioesterase [EC:3.1.2.-]
K01912	2	 paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
K05712	1	 mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
K00451	1	 HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]
K16171	1	 faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]
K03732	1	 rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13]
K03671	2	 trxA; thioredoxin 1
K03628	1	 rho; transcription termination factor Rho
K03665	1	 hflX; GTPase
K03666	1	 hfq; host factor-I protein
K16263	1	 yjeH; amino acid efflux transporter
K09969	1	 aapJ, bztA; general L-amino acid transport system substrate-binding protein
K09970	1	 aapQ, bztB; general L-amino acid transport system permease protein
K09971	1	 aapM, bztC; general L-amino acid transport system permease protein
K09972	1	 aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]
K01247	1	 alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
K02483	1	 K02483; two-component system, OmpR family, response regulator
K15539	2	 rodZ; cytoskeleton protein RodZ
K00962	1	 pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K02956	1	 RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
K00133	1	 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K00831	1	 serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]
K15984	1	 rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K03738	2	 aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K01966	1	 PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]
K19159	1	 yefM; antitoxin YefM
K19158	1	 yoeB; toxin YoeB [EC:3.1.-.-]
K01965	1	 PCCA, pccA; propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]
K07588	1	 argK; LAO/AO transport system kinase [EC:2.7.-.-]
K05606	1	 MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]
K15256	1	 cmoA; tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]
K15257	1	 cmoB; tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00640	1	 cysE; serine O-acetyltransferase [EC:2.3.1.30]
K00368	1	 nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]
K07152	1	 SCO1_2; protein SCO1/2
K14287	1	 ybdL; methionine transaminase [EC:2.6.1.88]
K19170	2	 dndC; DNA sulfur modification protein DndC
K19171	2	 dndD; DNA sulfur modification protein DndD
K01768	3	 E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
K19802	1	 ycjG, ykfB; L-Ala-D/L-Glu epimerase [EC:5.1.1.20]
K00625	1	 E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]
K01696	1	 trpB; tryptophan synthase beta chain [EC:4.2.1.20]
K01695	1	 trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
K01704	1	 leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
K01703	1	 leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
K01491	1	 folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
K01740	3	 metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K00297	1	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00548	2	 metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K02031	5	 ABC.PE.A; peptide/nickel transport system ATP-binding protein
K02032	4	 ABC.PE.A1; peptide/nickel transport system ATP-binding protein
K00558	3	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K07287	1	 bamC; outer membrane protein assembly factor BamC
K04774	1	 sohB; serine protease SohB [EC:3.4.21.-]
K01886	1	 QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
K01439	1	 dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]
K06223	3	 dam; DNA adenine methylase [EC:2.1.1.72]
K01687	1	 ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
K00849	1	 galK; galactokinase [EC:2.7.1.6]
K00965	1	 galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
K12308	1	 bgaB, lacA; beta-galactosidase [EC:3.2.1.23]
K10191	1	 lacK; lactose/L-arabinose transport system ATP-binding protein
K02909	1	 RP-L31, rpmE; large subunit ribosomal protein L31
K16052	1	 ynaI, mscMJ; MscS family membrane protein
K03743	1	 pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
K01962	1	 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
K04075	1	 tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
K03327	1	 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
K19147	1	 mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC
K07452	1	 mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
K01940	1	 argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]
K10554	1	 frcA; fructose transport system ATP-binding protein
K10553	1	 frcC; fructose transport system permease protein
K10552	1	 frcB; fructose transport system substrate-binding protein
K00847	1	 E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]
K01494	2	 dcd; dCTP deaminase [EC:3.5.4.13]
K03593	1	 mrp, NUBPL; ATP-binding protein involved in chromosome partitioning
K01874	1	 MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]
K01640	1	 E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
K11720	1	 lptG; lipopolysaccharide export system permease protein
K07091	1	 lptF; lipopolysaccharide export system permease protein
K01255	1	 CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]
K02339	1	 holC; DNA polymerase III subunit chi [EC:2.7.7.7]
K07088	3	 K07088; uncharacterized protein
K01711	1	 gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
K02377	1	 TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]
K02448	1	 norD; nitric oxide reductase NorD protein
K06942	1	 ychF; ribosome-binding ATPase
K01056	1	 PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
K02897	1	 RP-L25, rplY; large subunit ribosomal protein L25
K00948	1	 PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
K00315	5	 DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]
K01480	2	 speB; agmatinase [EC:3.5.3.11]
K02039	1	 phoU; phosphate transport system protein
K02036	1	 pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]
K02038	1	 pstA; phosphate transport system permease protein
K02037	1	 pstC; phosphate transport system permease protein
K02040	1	 pstS; phosphate transport system substrate-binding protein
K01156	4	 res; type III restriction enzyme [EC:3.1.21.5]
K07316	4	 mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K06186	1	 bamE, smpA; outer membrane protein assembly factor BamE
K00619	1	 argA; amino-acid N-acetyltransferase [EC:2.3.1.1]
K03631	1	 recN; DNA repair protein RecN (Recombination protein N)
K00858	1	 ppnK, NADK; NAD+ kinase [EC:2.7.1.23]
K03705	1	 hrcA; heat-inducible transcriptional repressor
K09986	1	 K09986; uncharacterized protein
K21071	1	 pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
K15987	1	 hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]
K11942	1	 icmF; isobutyryl-CoA mutase [EC:5.4.99.13]
K03684	1	 rnd; ribonuclease D [EC:3.1.13.5]
K02558	1	 mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]
K03673	1	 dsbA; thiol:disulfide interchange protein DsbA
K07552	2	 bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein
K10804	1	 tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]
K02003	1	 ABC.CD.A; putative ABC transport system ATP-binding protein
K00989	1	 rph; ribonuclease PH [EC:2.7.7.56]
K02428	1	 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K15633	1	 gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
K18912	1	 egtB; gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]
K01267	1	 DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]
K00566	1	 mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
K01756	1	 purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]
K00254	1	 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K08224	1	 ynfM; MFS transporter, YNFM family, putative membrane transport protein
K01153	2	 hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]
K15045	1	 RSAD2; radical S-adenosyl methionine domain-containing protein 2
K13015	1	 wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]
K08679	1	 E5.1.3.6; UDP-glucuronate 4-epimerase [EC:5.1.3.6]
K01870	1	 IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]
K02441	1	 glpG; GlpG protein
K00245	1	 frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246	1	 frdC; fumarate reductase subunit C
K00247	1	 frdD; fumarate reductase subunit D
K00244	1	 frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K03779	1	 ttdA; L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]
K03780	1	 ttdB; L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]
K02021	1	 ABC.MR; putative ABC transport system ATP-binding protein
K03797	2	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]
K00835	1	 avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]
K05715	1	 2PGK; 2-phosphoglycerate kinase [EC:2.7.2.-]
K15635	1	 apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
K04561	1	 norB; nitric oxide reductase subunit B [EC:1.7.2.5]
K00108	2	 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K01733	1	 thrC; threonine synthase [EC:4.2.3.1]
K01069	1	 gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
K01265	1	 map; methionyl aminopeptidase [EC:3.4.11.18]
K02967	1	 RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2
K02357	1	 tsf, TSFM; elongation factor Ts
K02838	1	 frr, MRRF, RRF; ribosome recycling factor
K00806	1	 uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]
K00981	1	 E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]
K00099	1	 dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
K11749	1	 rseP; regulator of sigma E protease [EC:3.4.24.-]
K02275	1	 coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]
K02274	1	 coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]
K02258	1	 COX11, ctaG; cytochrome c oxidase assembly protein subunit 11
K02276	1	 coxC, ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]
K00265	1	 gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]
K00266	1	 gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K01599	1	 hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]
K09948	1	 K09948; uncharacterized protein
K18702	1	 uctC; CoA:oxalate CoA-transferase [EC:2.8.3.19]
K14083	5	 mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
K18918	2	 relB; RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
K06218	2	 relE, stbE; mRNA interferase RelE/StbE
K00259	1	 ald; alanine dehydrogenase [EC:1.4.1.1]
