#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Candidatus Parvarchaeum acidophilus ARMAN-5_'5-way FS'","Archaea;DPANN group;Candidatus Parvarchaeota","","SAMN02954274","PRJNA63557","GCA_000192615.1","Scaffold",0.100212,33.5,,"AEYO01",5,124,"2011-03-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/615/GCA_000192615.1_ASM19261v1",
"Euryarchaeota archaeum SCGC AAA287-I03","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC AAA287-I03","SAMN02441104","PRJNA190811","GCA_000484895.1","Contig",0.622569,35.7,,"AXWH01",44,0,"2013-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/484/895/GCA_000484895.1_ASM48489v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/895/GCF_000484895.1_ASM48489v1"
"Euryarchaeota archaeon SCGC AAA286-E23","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC AAA286-E23","SAMN02441439","PRJNA190810","GCA_000484915.1","Contig",0.512945,26.5,,"AXWI01",54,0,"2013-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/484/915/GCA_000484915.1_ASM48491v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/915/GCF_000484915.1_ASM48491v1"
"Euryarchaeota archaeum SCGC AAA287-E17","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC AAA287-E17","SAMN02441105","PRJNA190806","GCA_000484935.1","Contig",0.928936,35.6,,"AXWJ01",52,0,"2013-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/484/935/GCA_000484935.1_ASM48493v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/935/GCF_000484935.1_ASM48493v1"
"Euryarchaeota archaeum SCGC AAA287-N16","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC AAA287-N16","SAMN02441106","PRJNA190801","GCA_000484955.1","Contig",0.394893,34.4,,"AXWK01",53,0,"2013-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/484/955/GCA_000484955.1_ASM48495v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/955/GCF_000484955.1_ASM48495v1"
"Nanoarchaeota archaeon JGI OTU-2","Archaea;DPANN group;Nanoarchaeota","JGI OTU-2","SAMN02441767","PRJNA213453","GCA_000494085.1","Contig",0.558681,32.1,,"AWOH01",46,0,"2013-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/085/GCA_000494085.1_Nanoarchaeota_archaeon_OTU_2_combined_assembly",
"Nanoarchaeota archaeon JGI OTU-1","Archaea;DPANN group;Nanoarchaeota","JGI OTU-1","SAMN02441766","PRJNA213452","GCA_000494105.1","Contig",1.1439,32,,"AWOG01",69,0,"2013-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/105/GCA_000494105.1_Nanoarchaeota_archaeon_OTU_1_combined_assembly",
"euryarchaeote SCGC AAA261-E04","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC AAA261-E04","SAMN02256486","PRJNA165491","GCA_000375985.1","Contig",0.75864,36.8,,"AQVK01",148,0,"2013-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/375/985/GCA_000375985.1_ASM37598v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/375/985/GCF_000375985.1_ASM37598v1"
"euryarchaeote SCGC AAA261-G15","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC AAA261-G15","SAMN02256483","PRJNA165493","GCA_000376025.1","Contig",0.965738,38.7,,"AQVL01",240,0,"2013-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/025/GCA_000376025.1_ASM37602v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/025/GCF_000376025.1_ASM37602v1"
"Nanoarchaeota archaeon SCGC AAA011-L22","Archaea;DPANN group;Nanoarchaeota","SCGC AAA011-L22","SAMN02440424","PRJNA192360","GCA_000380905.1","Contig",1.16224,32,,"AQYW01",81,0,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/905/GCA_000380905.1_ASM38090v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/905/GCF_000380905.1_ASM38090v1"
"Diapherotrites archaeon SCGC AAA011-N19","Archaea;DPANN group;Candidatus Diapherotrites","SCGC AAA011-N19","SAMN02441613","PRJNA192502","GCA_000404525.1","Contig",0.302064,47,,"ASMS01",30,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/525/GCA_000404525.1_ASM40452v1",
"Diapherotrites archaeon SCGC AAA011-K09","Archaea;DPANN group;Candidatus Diapherotrites","SCGC AAA011-K09","SAMN02440541","PRJNA192491","GCA_000404545.1","Contig",0.316537,44.3,,"ASMR01",24,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/545/GCA_000404545.1_ASM40454v1",
"Nanoarchaeota archaeon SCGC AAA011-D5","Archaea;DPANN group;Nanoarchaeota","SCGC AAA011-D5","SAMN02440539","PRJNA192371","GCA_000405225.1","Contig",0.547038,37.3,,"ASMP01",13,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/405/225/GCA_000405225.1_ASM40522v1",
"Nanoarchaeota archaeon SCGC AAA011-G17","Archaea;DPANN group;Nanoarchaeota","SCGC AAA011-G17","SAMN02440388","PRJNA192509","GCA_000402515.1","Contig",1.02122,32.1,,"AQRL01",38,0,"2013-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/515/GCA_000402515.1_ASM40251v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/402/515/GCF_000402515.1_ASM40251v1"
"Nanoarchaeota archaeon SCGC AAA011-L15","Archaea;DPANN group;Nanoarchaeota","SCGC AAA011-L15","SAMN02440389","PRJNA192501","GCA_000402475.1","Contig",0.204081,33,,"AQRM01",17,0,"2013-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/475/GCA_000402475.1_ASM40247v1",
"Nanoarchaeota archaeon SCGC AAA011-K22","Archaea;DPANN group;Nanoarchaeota","SCGC AAA011-K22","SAMN02441751","PRJNA192372","GCA_000402735.1","Contig",0.57711,32,,"AQSE01",52,0,"2013-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/735/GCA_000402735.1_ASM40273v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/402/735/GCF_000402735.1_ASM40273v1"
"Nanoarchaeota archaeon SCGC AAA011-J2","Archaea;DPANN group;Nanoarchaeota","SCGC AAA011-J02","SAMN02441065","PRJNA192224","GCA_000402255.1","Contig",0.29949,32.1,,"AQTF01",25,0,"2013-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/255/GCA_000402255.1_ASM40225v1",
"archaeon GW2011_AR10","Archaea;unclassified Archaea;unclassified Archaea (miscellaneous)","","SAMN03217306","PRJNA268032","GCA_000830275.1","Complete",1.24143,43.1,"chromosome:CP010424.1",,1,1339,"2015-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/275/GCA_000830275.1_ASM83027v1",
"archaeon GW2011_AR15","Archaea;unclassified Archaea;unclassified Archaea (miscellaneous)","","SAMN03217309","PRJNA268032","GCA_000830295.1"," Chromosome",1.15779,42.5,"chromosome:CP010425.1",,1,1308,"2015-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/295/GCA_000830295.1_ASM83029v1",
"archaeon GW2011_AR20","Archaea;unclassified Archaea;unclassified Archaea (miscellaneous)","","SAMN03217314","PRJNA268032","GCA_000830315.1","Complete",0.829411,31.7,"chromosome:CP010426.1",,1,1010,"2015-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/315/GCA_000830315.1_ASM83031v1",
"Lokiarchaeum sp. GC14_75","Archaea;Asgard group;Candidatus Lokiarchaeota","GC14_75","SAMN03002197","PRJNA259156","GCA_000986845.1","Contig",5.14342,31.1,,"JYIM01",504,5384,"2015-05-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/986/845/GCA_000986845.1_ASM98684v1",
"uncultured archaeon","Archaea;environmental samples;uncultured archaeon","LFW-35","SAMEA4835417","PRJEB21808","GCA_902384585.1","Contig",1.33282,50.3,,"CABMCJ01",6,1335,"2019-08-18T03:15:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/384/585/GCA_902384585.1_uncultured_DPANN_archaeon_LFW-35",
"Euryarchaeota archaeon 55_53","Archaea;Euryarchaeota;unclassified Euryarchaeota","55_53","SAMN03445121","PRJNA278302","GCA_001507975.1","Contig",1.29365,55.6,,"LGEW01",42,1386,"2016-01-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/975/GCA_001507975.1_ASM150797v1",
"candidate division MSBL1 archaeon SCGC-AAA259A05","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259A05","SAMN03941342","PRJNA291812","GCA_001548885.1","Contig",1.16163,46.8,,"LHXJ01",159,1212,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/885/GCA_001548885.1_SCGC-AAA259A05",
"candidate division MSBL1 archaeon SCGC-AAA259D14","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259D14","SAMN03941549","PRJNA291812","GCA_001548915.1","Contig",0.850372,43.4,,"LHXL01",116,885,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/915/GCA_001548915.1_SCGC-AAA259D14",
"candidate division MSBL1 archaeon SCGC-AAA259E17","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259E17","SAMN03941561","PRJNA291812","GCA_001548935.1","Contig",0.883132,47.1,,"LHXN01",141,891,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/935/GCA_001548935.1_SCGC-AAA259E17",
"candidate division MSBL1 archaeon SCGC-AAA259E22","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259E22","SAMN03941566","PRJNA291812","GCA_001548955.1","Contig",0.825701,43.7,,"LHXP01",100,843,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/955/GCA_001548955.1_SCGC-AAA259E22",
"candidate division MSBL1 archaeon SCGC-AAA259I07","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259I07","SAMN03941695","PRJNA291812","GCA_001548965.1","Contig",0.637942,43.4,,"LHXQ01",90,671,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/965/GCA_001548965.1_SCGC-AAA259I07",
"candidate division MSBL1 archaeon SCGC-AAA259I09","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259I09","SAMN03941696","PRJNA291812","GCA_001548995.1","Contig",1.34426,44.4,,"LHXR01",213,1400,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/995/GCA_001548995.1_SCGC-AAA259I09",
"candidate division MSBL1 archaeon SCGC-AAA259I14","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259I14","SAMN03941702","PRJNA291812","GCA_001549015.1","Contig",0.766874,43.1,,"LHXS01",120,774,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/015/GCA_001549015.1_SCGC-AAA259I14",
"candidate division MSBL1 archaeon SCGC-AAA259B11","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259B11","SAMN03941547","PRJNA291812","GCA_001549035.1","Contig",0.822059,44.4,,"LHXK01",116,852,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/035/GCA_001549035.1_SCGC-AAA259B11",
"candidate division MSBL1 archaeon SCGC-AAA259J03","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259J03","SAMN03941712","PRJNA291812","GCA_001549045.1","Contig",0.893784,45,,"LHXT01",147,964,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/045/GCA_001549045.1_SCGC-AAA259J03",
"candidate division MSBL1 archaeon SCGC-AAA259D18","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259D18","SAMN03941559","PRJNA291812","GCA_001549075.1","Contig",0.382865,46.9,,"LHXM01",54,389,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/075/GCA_001549075.1_SCGC-AAA259D18",
"candidate division MSBL1 archaeon SCGC-AAA259E19","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259E19","SAMN03941564","PRJNA291812","GCA_001549095.1","Contig",1.41254,47,,"LHXO01",207,1417,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/095/GCA_001549095.1_SCGC-AAA259E19",
"candidate division MSBL1 archaeon SCGC-AAA259M10","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259M10","SAMN03941721","PRJNA291812","GCA_001549115.1","Contig",0.865782,44.2,,"LHXU01",127,893,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/115/GCA_001549115.1_SCGC-AAA259M10",
"candidate division MSBL1 archaeon SCGC-AAA261C02","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA261C02","SAMN03943230","PRJNA291812","GCA_001549125.1","Contig",0.628209,45.7,,"LHXW01",79,703,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/125/GCA_001549125.1_SCGC-AAA261C02",
"candidate division MSBL1 archaeon SCGC-AAA259O05","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA259O05","SAMN03943228","PRJNA291812","GCA_001549135.1","Contig",1.05757,48.1,,"LHXV01",148,1138,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/135/GCA_001549135.1_SCGC-AAA259O05",
"candidate division MSBL1 archaeon SCGC-AAA261D19","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA261D19","SAMN03951424","PRJNA291812","GCA_001549175.1","Contig",0.673667,45.5,,"LHXX01",82,687,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/175/GCA_001549175.1_SCGC-AAA261D19",
"candidate division MSBL1 archaeon SCGC-AAA261F17","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA261F17","SAMN03951425","PRJNA291812","GCA_001549195.1","Contig",0.523733,46,,"LHXY01",61,559,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/195/GCA_001549195.1_SCGC-AAA261F17",
"candidate division MSBL1 archaeon SCGC-AAA261F19","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA261F19","SAMN03951426","PRJNA291812","GCA_001549215.1","Contig",0.655981,45.3,,"LHXZ01",82,687,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/215/GCA_001549215.1_SCGC-AAA261F19",
"candidate division MSBL1 archaeon SCGC-AAA261O19","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA261O19","SAMN03951428","PRJNA291812","GCA_001549225.1","Contig",0.729384,45.5,,"LHYB01",98,779,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/225/GCA_001549225.1_SCGC-AAA261O19",
"candidate division MSBL1 archaeon SCGC-AAA382A03","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA382A03","SAMN03955387","PRJNA291812","GCA_001549255.1","Contig",0.428287,39.2,,"LHYC01",88,427,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/255/GCA_001549255.1_SCGC-AAA382A03",
"candidate division MSBL1 archaeon SCGC-AAA382A20","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA382A20","SAMN03955389","PRJNA291812","GCA_001549275.1","Contig",0.925397,41.8,,"LHYE01",111,947,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/275/GCA_001549275.1_SCGC-AAA382A20",
"candidate division MSBL1 archaeon SCGC-AAA382F02","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA382F02","SAMN03955391","PRJNA291812","GCA_001549285.1","Contig",0.336176,41.7,,"LHYG01",34,344,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/285/GCA_001549285.1_SCGC-AAA382F02",
"candidate division MSBL1 archaeon SCGC-AAA382K21","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA382K21","SAMN03955392","PRJNA291812","GCA_001549315.1","Contig",0.25829,43.5,,"LHYH01",35,218,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/315/GCA_001549315.1_SCGC-AAA382K21",
"candidate division MSBL1 archaeon SCGC-AAA382N08","Archaea;Euryarchaeota;unclassified Euryarchaeota","SCGC-AAA382N08","SAMN03955403","PRJNA291812","GCA_001549325.1","Contig",0.422936,40.2,,"LHYJ01",58,431,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/325/GCA_001549325.1_SCGC-AAA382N08",
