#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
AAM_01388            -            508 TIGR00054            TIGR00054    421   1.9e-13   47.7   0.0   2   2   1.6e-08   1.4e-05   21.7   0.0   204   267   433   499   421   508 0.82 Periplasmic pH-dependent serine endoprotease DegQ
AAM_01008            -            457 TIGR00054            TIGR00054    421   0.00012   18.6   0.0   1   1     2e-07   0.00018   18.1   0.0   209   268   121   183   105   225 0.72 putative CtpA-like serine protease
AAM_00956            -            231 TIGR00054            TIGR00054    421      0.11    8.9  15.9   1   3     0.048        41    0.4   0.2     3    29     6    32     4    40 0.77 hypothetical protein
AAM_00956            -            231 TIGR00054            TIGR00054    421      0.11    8.9  15.9   2   3     0.018        15    1.8   0.1    96   119   101   124    94   134 0.83 hypothetical protein
AAM_00956            -            231 TIGR00054            TIGR00054    421      0.11    8.9  15.9   3   3   1.8e-05     0.016   11.7   6.8   348   379   134   165   128   196 0.76 hypothetical protein
AAM_02194            -            146 TIGR00059            TIGR00059    112   6.3e-45  149.7   0.3   1   1   2.3e-48   7.9e-45  149.4   0.3     3   112     8   117     6   117 0.99 50S ribosomal protein L17
AAM_00261            -            104 TIGR00061            TIGR00061    101   7.5e-32  107.4   0.5   1   1   2.4e-35   8.3e-32  107.2   0.5     1   100     2   101     2   102 0.98 50S ribosomal protein L21
AAM_02852            -            311 TIGR00064            TIGR00064    279   3.6e-96  319.2   0.3   1   1   2.3e-98   4.3e-96  319.0   0.3     2   278    33   302    32   303 0.96 Signal recognition particle receptor FtsY
AAM_02432            -            457 TIGR00064            TIGR00064    279   7.4e-61  203.4   0.5   1   2   3.9e-63   7.4e-61  203.4   0.5     5   275    29   292    25   296 0.94 Signal recognition particle protein
AAM_02432            -            457 TIGR00064            TIGR00064    279   7.4e-61  203.4   0.5   2   2       3.3   6.2e+02   -3.0   0.1    13    40   363   390   357   431 0.45 Signal recognition particle protein
AAM_01542            -            293 TIGR00064            TIGR00064    279   3.7e-07   27.2   0.1   1   2   5.3e-08     1e-05   22.5   0.1    83   140    98   155    91   162 0.89 Signal recognition particle protein
AAM_01542            -            293 TIGR00064            TIGR00064    279   3.7e-07   27.2   0.1   2   2     0.054        10    2.8   0.0   206   259   207   259   173   280 0.72 Signal recognition particle protein
AAM_01914            -            322 TIGR00064            TIGR00064    279   0.00018   18.4   0.2   1   2   2.3e-06   0.00044   17.1   0.0    72   116    17    61     4    64 0.89 Chlorophyllide reductase 35.5 kDa chain
AAM_01914            -            322 TIGR00064            TIGR00064    279   0.00018   18.4   0.2   2   2       1.9   3.6e+02   -2.2   0.0   217   240   190   216   181   227 0.67 Chlorophyllide reductase 35.5 kDa chain
AAM_03456            -            882 TIGR00064            TIGR00064    279   0.00095   16.1   0.0   1   2      0.48        92   -0.3   0.0    79   105   227   253   206   260 0.77 Chaperone protein ClpB
AAM_03456            -            882 TIGR00064            TIGR00064    279   0.00095   16.1   0.0   2   2   3.5e-05    0.0067   13.3   0.0    34   104   565   638   538   647 0.68 Chaperone protein ClpB
AAM_00395            -            240 TIGR00064            TIGR00064    279     0.003   14.4   0.1   1   1   2.3e-05    0.0043   13.9   0.1    77   122    27    72     6    78 0.86 High-affinity branched-chain amino acid transport ATP-binding protein LivF
AAM_02134            -            241 TIGR00064            TIGR00064    279    0.0034   14.3   0.1   1   1   2.8e-05    0.0053   13.6   0.1    73   101    24    52     2    60 0.75 High-affinity branched-chain amino acid transport ATP-binding protein LivF
AAM_02481            -            235 TIGR00064            TIGR00064    279    0.0039   14.0   0.1   1   1   3.8e-05    0.0072   13.2   0.1    78   109    31    62    17    67 0.80 Lipopolysaccharide export system ATP-binding protein LptB
AAM_00937            -            210 TIGR00064            TIGR00064    279    0.0047   13.8   0.2   1   2   6.2e-05     0.012   12.5   0.0    82   113     8    39     2    96 0.80 Thymidylate kinase
AAM_00937            -            210 TIGR00064            TIGR00064    279    0.0047   13.8   0.2   2   2      0.94   1.8e+02   -1.2   0.1   118   171   170   188   152   198 0.60 Thymidylate kinase
AAM_00860            -            236 TIGR00064            TIGR00064    279     0.012   12.4   0.0   1   1   9.3e-05     0.018   11.9   0.0    74   121    25    72     5    76 0.76 High-affinity branched-chain amino acid transport ATP-binding protein LivF
AAM_00403            -            230 TIGR00064            TIGR00064    279     0.013   12.4   0.3   1   1   0.00012     0.022   11.6   0.3    80   121    18    58     5    75 0.88 ATP-dependent RecD-like DNA helicase
AAM_02275            -            614 TIGR00064            TIGR00064    279     0.014   12.2   0.0   1   1   0.00012     0.023   11.5   0.0    79   106    78   105    40   108 0.82 DNA polymerase III subunit tau
AAM_01879            -            578 TIGR00064            TIGR00064    279     0.018   11.9   0.4   1   2      0.19        37    1.0   0.1    81   100    40    59    27    71 0.82 putative ABC transporter ATP-binding protein YbhF
AAM_01879            -            578 TIGR00064            TIGR00064    279     0.018   11.9   0.4   2   2   0.00093      0.18    8.6   0.0    75   123   353   401   325   413 0.85 putative ABC transporter ATP-binding protein YbhF
AAM_01935            -            307 TIGR00064            TIGR00064    279     0.025   11.4   0.1   1   2    0.0012      0.23    8.2   0.0    79   116    41    78    28    82 0.89 Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
AAM_01935            -            307 TIGR00064            TIGR00064    279     0.025   11.4   0.1   2   2      0.23        44    0.7   0.0   117   136   220   239   201   249 0.75 Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
AAM_03309            -            252 TIGR00064            TIGR00064    279     0.025   11.4   0.0   1   1   0.00019     0.036   10.9   0.0    76   111    28    63    10    69 0.82 Lipopolysaccharide export system ATP-binding protein LptB
AAM_02580            -            612 TIGR00064            TIGR00064    279      0.03   11.1   0.1   1   1   0.00026     0.049   10.4   0.1    96   144   217   265   215   271 0.92 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
AAM_02097            -            179 TIGR00064            TIGR00064    279     0.039   10.7   0.2   1   2    0.0046      0.88    6.3   0.1    77   101    11    35     2    46 0.76 Molybdopterin-guanine dinucleotide biosynthesis adapter protein
AAM_02097            -            179 TIGR00064            TIGR00064    279     0.039   10.7   0.2   2   2     0.068        13    2.5   0.0   115   133   111   129   105   147 0.83 Molybdopterin-guanine dinucleotide biosynthesis adapter protein
AAM_02265            -            271 TIGR00064            TIGR00064    279     0.042   10.7   2.3   1   2   0.00034     0.064   10.0   1.4    83   114     7    38     2    41 0.85 Septum site-determining protein MinD
AAM_02265            -            271 TIGR00064            TIGR00064    279     0.042   10.7   2.3   2   2         2   3.9e+02   -2.4   0.0   230   265   177   214   165   217 0.73 Septum site-determining protein MinD
AAM_00097            -            522 TIGR00065            TIGR00065    353  1.3e-119  397.2   7.5   1   1  5.1e-123  1.7e-119  396.8   7.5    11   331    11   328     3   350 0.95 Cell division protein FtsZ
AAM_00254            -            140 TIGR00082            TIGR00082    115   3.2e-21   73.6   0.0   1   1   1.2e-24     4e-21   73.3   0.0     5   110    19   126    16   130 0.93 30S ribosome-binding factor
AAM_00672            -            309 TIGR00083            TIGR00083    290     5e-83  276.4   0.0   1   1   1.6e-86   5.7e-83  276.3   0.0     2   289    20   306    19   307 0.96 Riboflavin biosynthesis protein RibF
AAM_03285            -            204 TIGR00084            TIGR00084    192   1.4e-36  123.3   0.0   1   1   1.5e-39   1.7e-36  123.1   0.0     1   187     1   199     1   203 0.91 Holliday junction ATP-dependent DNA helicase RuvA
AAM_00402            -            300 TIGR00084            TIGR00084    192   0.00012   19.2   0.0   1   2     0.006       6.8    3.7   0.0    77   124   100   145    92   154 0.87 ATP-dependent RecD-like DNA helicase
AAM_00402            -            300 TIGR00084            TIGR00084    192   0.00012   19.2   0.0   2   2   6.1e-06     0.007   13.5   0.0    74   127   160   212   147   226 0.85 ATP-dependent RecD-like DNA helicase
AAM_02081            -            473 TIGR00084            TIGR00084    192     0.032   11.3   0.0   1   1   5.4e-05     0.062   10.4   0.0   130   169   300   338   297   343 0.86 hypothetical protein
AAM_02180            -            159 TIGR00086            TIGR00086    144   1.1e-48  162.6   0.0   1   1   3.5e-52   1.2e-48  162.4   0.0     2   144    15   157    14   157 0.98 SsrA-binding protein
AAM_02429            -            234 TIGR00088            TIGR00088    233     2e-76  253.9   0.0   1   1   1.4e-79   2.4e-76  253.6   0.0     3   227     5   229     3   232 0.96 tRNA (guanine-N(1)-)-methyltransferase
AAM_01626            -            158 TIGR00088            TIGR00088    233     0.034   11.0   0.0   1   1   2.2e-05     0.037   10.8   0.0   100   135    93   127    42   143 0.75 Ribosomal RNA large subunit methyltransferase H
AAM_01625            -            107 TIGR00090            TIGR00090     99   6.4e-32  107.3   0.2   1   1     2e-35     7e-32  107.2   0.2     3    99     3    99     1    99 0.98 Ribosomal silencing factor RsfS
AAM_01755            -            364 TIGR00092            TIGR00092    368  1.8e-148  492.1   0.0   1   1    3e-151    2e-148  492.0   0.0     1   368     1   364     1   364 0.99 Ribosome-binding ATPase YchF
AAM_00263            -            332 TIGR00092            TIGR00092    368   5.4e-16   56.2   0.3   1   1   8.5e-17   5.8e-14   49.5   0.3     4   105   161   245   158   253 0.88 GTPase Obg/CgtA
AAM_01842            -            435 TIGR00092            TIGR00092    368     1e-06   25.7   0.0   1   1   2.3e-09   1.6e-06   25.1   0.0     7    56   209   257   205   279 0.88 GTPase HflX
AAM_01140            -            451 TIGR00092            TIGR00092    368   3.6e-06   23.9   0.0   1   2   1.9e-06    0.0013   15.5   0.0     5    43    11    49     8    66 0.86 GTPase Der
AAM_01140            -            451 TIGR00092            TIGR00092    368   3.6e-06   23.9   0.0   2   2    0.0015         1    6.0   0.0     6    22   187   203   183   212 0.85 GTPase Der
AAM_02420            -            209 TIGR00092            TIGR00092    368     0.016   11.9   0.0   1   1   3.1e-05     0.021   11.5   0.0     7    34    40    68    35    79 0.77 putative GTP-binding protein EngB
AAM_01552            -            185 TIGR00095            TIGR00095    194   4.2e-39  131.8   0.0   1   1   4.7e-42   5.4e-39  131.4   0.0    13   189     5   179     2   183 0.90 Ribosomal RNA small subunit methyltransferase D
AAM_01936            -            237 TIGR00095            TIGR00095    194   8.5e-05   19.9   0.1   1   1   1.1e-07   0.00012   19.3   0.1    31    82    45    95    31   103 0.87 Magnesium-protoporphyrin O-methyltransferase
AAM_03016            -            418 TIGR00095            TIGR00095    194      0.04   11.1   0.0   1   1   5.5e-05     0.063   10.5   0.0    49   135   225   303   217   318 0.81 Ribosomal RNA small subunit methyltransferase B
AAM_00994            -            440 TIGR00115            TIGR00115    410  2.3e-127  422.8   3.3   1   1  7.9e-131  2.7e-127  422.6   3.3     1   409    11   418    11   419 0.99 Trigger factor
AAM_01776            -            301 TIGR00116            TIGR00116    293     3e-95  316.3   4.3   1   1   9.7e-99   3.3e-95  316.2   4.3     1   290     1   298     1   301 0.94 Elongation factor Ts
AAM_02766            -            217 TIGR00138            TIGR00138    183   2.1e-40  135.9   0.0   1   1   2.4e-43   2.7e-40  135.6   0.0     1   160    32   191    32   204 0.94 Ribosomal RNA small subunit methyltransferase G
AAM_03465            -            512 TIGR00138            TIGR00138    183   0.00092   16.5   0.0   1   1   1.3e-06    0.0014   15.9   0.0    46   101    46   101    36   111 0.81 tRNA (guanine-N(7)-)-methyltransferase
AAM_03178            -            341 TIGR00138            TIGR00138    183    0.0033   14.7   0.0   1   1     4e-06    0.0045   14.2   0.0    48   136   120   206   101   218 0.77 Cyclopropane-fatty-acyl-phospholipid synthase
AAM_01584            -            186 TIGR00158            TIGR00158    148   3.4e-38  129.0   0.0   1   1   1.3e-41   4.6e-38  128.6   0.0     2   146     5   148     4   150 0.97 50S ribosomal protein L9
AAM_01586            -            158 TIGR00166            TIGR00166     95   1.3e-22   77.5   0.1   1   1   4.5e-26   1.6e-22   77.2   0.1     2    94     2    94     1    95 0.97 30S ribosomal protein S6
AAM_00520            -            144 TIGR00168            TIGR00168    165   1.8e-60  201.0   4.3   1   1   5.7e-64   1.9e-60  200.8   4.3    20   163     2   144     1   144 0.99 Translation initiation factor IF-3
AAM_00110            -            276 TIGR00186            TIGR00186    240   4.5e-50  167.9   0.0   1   1   3.4e-53   5.8e-50  167.6   0.0     5   238    47   276    45   276 0.88 23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
AAM_01475            -            257 TIGR00186            TIGR00186    240   6.7e-05   20.0   0.0   1   1   1.1e-07   0.00018   18.6   0.0   105   236    28   170    16   172 0.73 putative tRNA/rRNA methyltransferase
AAM_00528            -            634 TIGR00194            TIGR00194    574  4.1e-153  508.7   0.0   1   1  2.9e-156  5.1e-153  508.4   0.0     5   573    20   597    17   598 0.96 UvrABC system protein C
AAM_00184            -            728 TIGR00194            TIGR00194    574   3.8e-05   20.1   0.1   1   1   3.4e-08   5.9e-05   19.5   0.1   184   227   637   680   591   683 0.87 UvrABC system protein B
AAM_01056            -            158 TIGR00250            TIGR00250    130   1.1e-25   87.8   0.0   1   1   3.6e-29   1.3e-25   87.6   0.0     1   130    20   149    20   149 0.98 Putative pre-16S rRNA nuclease
AAM_01303            -            543 TIGR00337            TIGR00337    526  1.9e-228  756.9   0.0   1   1  3.2e-231  2.2e-228  756.7   0.0     3   526     2   535     1   535 0.99 CTP synthase
AAM_01486            -            211 TIGR00337            TIGR00337    526   0.00013   18.3   0.0   1   1   2.9e-07    0.0002   17.7   0.0   339   386    39    93    13    96 0.71 Imidazole glycerol phosphate synthase subunit HisH
AAM_01550            -            237 TIGR00337            TIGR00337    526   0.00025   17.4   0.0   1   2     0.021        15    1.6   0.0   369   388   102   121    48   137 0.81 Putative glutamine amidotransferase
AAM_01550            -            237 TIGR00337            TIGR00337    526   0.00025   17.4   0.0   2   2   4.4e-06     0.003   13.8   0.0   464   524   173   233   168   235 0.74 Putative glutamine amidotransferase
AAM_01084            -            246 TIGR00337            TIGR00337    526      0.01   12.1   0.0   1   2    0.0051       3.5    3.7   0.0   366   385    95   114    89   128 0.85 Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
AAM_01084            -            246 TIGR00337            TIGR00337    526      0.01   12.1   0.0   2   2   0.00067      0.46    6.6   0.0   475   523   183   232   140   235 0.79 Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
AAM_00999            -            447 TIGR00337            TIGR00337    526     0.026   10.7   0.0   1   2   0.00086      0.59    6.2   0.0   342   386   300   346   280   369 0.81 Carbamoyl-phosphate synthase small chain
AAM_00999            -            447 TIGR00337            TIGR00337    526     0.026   10.7   0.0   2   2     0.012       8.2    2.5   0.0   501   525   419   443   390   444 0.84 Carbamoyl-phosphate synthase small chain
AAM_00870            -            878 TIGR00344            TIGR00344    847  1.4e-290  963.9   0.0   1   1  1.4e-293  1.6e-290  963.7   0.0     1   847     6   859     6   859 0.97 Alanine--tRNA ligase
AAM_02476            -            640 TIGR00344            TIGR00344    847   3.5e-06   23.1   0.0   1   1   4.3e-09     5e-06   22.6   0.0   557   680    73   203    53   264 0.76 Threonine--tRNA ligase
AAM_01965            -            244 TIGR00344            TIGR00344    847      0.15    7.8   1.6   1   1   0.00016      0.19    7.5   1.6   697   810   111   221    96   237 0.72 hypothetical protein
AAM_00001            -            484 TIGR00362            TIGR00362    437  2.2e-164  545.2   0.0   1   1  7.3e-167  2.5e-164  545.0   0.0     1   436    34   481    34   482 0.95 Chromosomal replication initiator protein DnaA
AAM_02894            -            237 TIGR00362            TIGR00362    437   1.8e-10   38.0   0.0   1   2   7.7e-05     0.027   11.1   0.0   106   153     9    53     6    63 0.82 DnaA regulatory inactivator Hda
AAM_02894            -            237 TIGR00362            TIGR00362    437   1.8e-10   38.0   0.0   2   2   4.8e-09   1.6e-06   25.0   0.0   205   345    83   219    81   224 0.90 DnaA regulatory inactivator Hda
AAM_00051            -            275 TIGR00362            TIGR00362    437   4.5e-10   36.7   0.0   1   1   1.7e-12   5.9e-10   36.3   0.0   141   238   109   204    91   223 0.94 Insertion sequence IS5376 putative ATP-binding protein
AAM_00066            -            275 TIGR00362            TIGR00362    437   4.5e-10   36.7   0.0   1   1   1.7e-12   5.9e-10   36.3   0.0   141   238   109   204    91   223 0.94 Insertion sequence IS5376 putative ATP-binding protein
AAM_01647            -            291 TIGR00362            TIGR00362    437   1.8e-09   34.7   0.0   1   1   6.2e-12   2.1e-09   34.5   0.0   139   238   109   205    31   214 0.87 Insertion sequence IS5376 putative ATP-binding protein
AAM_02008            -            291 TIGR00362            TIGR00362    437   1.8e-09   34.7   0.0   1   1   6.2e-12   2.1e-09   34.5   0.0   139   238   109   205    31   214 0.87 Insertion sequence IS5376 putative ATP-binding protein
AAM_02078            -            212 TIGR00362            TIGR00362    437   2.7e-08   30.8   0.0   1   1   1.1e-10   3.7e-08   30.4   0.0   142   236    47   139    36   143 0.94 Insertion sequence IS5376 putative ATP-binding protein
AAM_00496            -            250 TIGR00362            TIGR00362    437   0.00085   16.0   0.0   1   1   3.4e-06    0.0012   15.6   0.0   139   240   101   199    90   208 0.86 Insertion sequence IS5376 putative ATP-binding protein
AAM_03284            -            347 TIGR00362            TIGR00362    437    0.0062   13.2   0.0   1   2   5.3e-05     0.018   11.6   0.0   109   161    28    80    13    86 0.87 Holliday junction ATP-dependent DNA helicase RuvB
AAM_03284            -            347 TIGR00362            TIGR00362    437    0.0062   13.2   0.0   2   2      0.56   1.9e+02   -1.6   0.0   195   214   102   121    92   135 0.75 Holliday junction ATP-dependent DNA helicase RuvB
AAM_00576            -            300 TIGR00362            TIGR00362    437     0.012   12.3   0.0   1   2    0.0031       1.1    5.8   0.0   134   156    36    58    17    68 0.69 hypothetical protein
AAM_00576            -            300 TIGR00362            TIGR00362    437     0.012   12.3   0.0   2   2     0.008       2.8    4.5   0.0   265   354   198   287   175   293 0.78 hypothetical protein
AAM_00992            -            418 TIGR00382            TIGR00382    414  6.3e-198  655.4   0.4   1   1    2e-200  7.7e-198  655.1   0.4     6   412     9   406     2   408 0.96 ATP-dependent Clp protease ATP-binding subunit ClpX
AAM_01481            -            439 TIGR00382            TIGR00382    414   3.7e-58  195.0   0.6   1   3   3.9e-27   1.5e-24   84.3   0.0    68   174     8   110     3   127 0.90 ATP-dependent protease ATPase subunit HslU
AAM_01481            -            439 TIGR00382            TIGR00382    414   3.7e-58  195.0   0.6   2   3   3.2e-13   1.2e-10   38.5   0.0   173   257   234   307   213   311 0.82 ATP-dependent protease ATPase subunit HslU
AAM_01481            -            439 TIGR00382            TIGR00382    414   3.7e-58  195.0   0.6   3   3   2.7e-22     1e-19   68.4   0.2   302   411   314   427   307   429 0.90 ATP-dependent protease ATPase subunit HslU
AAM_02906            -            775 TIGR00382            TIGR00382    414   4.4e-07   26.8   0.2   1   3     6e-05     0.023   11.3   0.0   115   193   211   295   159   304 0.77 ATP-dependent Clp protease ATP-binding subunit ClpA
AAM_02906            -            775 TIGR00382            TIGR00382    414   4.4e-07   26.8   0.2   2   3   6.9e-05     0.026   11.1   0.0    70   150   456   527   427   561 0.80 ATP-dependent Clp protease ATP-binding subunit ClpA
AAM_02906            -            775 TIGR00382            TIGR00382    414   4.4e-07   26.8   0.2   3   3      0.14        55    0.1   0.0   293   380   633   716   603   724 0.69 ATP-dependent Clp protease ATP-binding subunit ClpA
AAM_00470            -            641 TIGR00382            TIGR00382    414   5.8e-07   26.4   0.0   1   1   2.7e-09     1e-06   25.6   0.0   120   197   193   264   187   270 0.80 ATP-dependent zinc metalloprotease FtsH
AAM_03456            -            882 TIGR00382            TIGR00382    414   0.00011   19.0   0.7   1   3      0.43   1.6e+02   -1.4   0.0   117   154   227   267   216   311 0.61 Chaperone protein ClpB
AAM_03456            -            882 TIGR00382            TIGR00382    414   0.00011   19.0   0.7   2   3     0.004       1.5    5.3   0.0    60   141   565   637   552   650 0.82 Chaperone protein ClpB
AAM_03456            -            882 TIGR00382            TIGR00382    414   0.00011   19.0   0.7   3   3   9.2e-05     0.035   10.7   0.0   286   383   753   845   740   870 0.84 Chaperone protein ClpB
AAM_02094            -            860 TIGR00382            TIGR00382    414   0.00021   18.0   0.1   1   3     0.031        12    2.3   0.0   116   147   199   233   182   285 0.72 Chaperone protein ClpB
AAM_02094            -            860 TIGR00382            TIGR00382    414   0.00021   18.0   0.1   2   3    0.0012      0.44    7.0   0.0    72   141   559   619   545   629 0.79 Chaperone protein ClpB
AAM_02094            -            860 TIGR00382            TIGR00382    414   0.00021   18.0   0.1   3   3    0.0094       3.6    4.1   0.1   286   382   730   822   708   844 0.86 Chaperone protein ClpB
AAM_01501            -            633 TIGR00382            TIGR00382    414   0.00035   17.2   0.0   1   1   1.8e-06   0.00069   16.3   0.0   119   196   194   265   178   271 0.78 ATP-dependent zinc metalloprotease FtsH 4
AAM_03284            -            347 TIGR00382            TIGR00382    414    0.0095   12.5   0.0   1   1   4.1e-05     0.016   11.8   0.0   119   148    58    87    53   120 0.87 Holliday junction ATP-dependent DNA helicase RuvB
AAM_01539            -            536 TIGR00382            TIGR00382    414     0.028   11.0   0.0   1   1    0.0001     0.038   10.5   0.0   119   159     3    43     1    49 0.88 3-dehydroquinate synthase
AAM_01259            -            942 TIGR00392            TIGR00392    861  2.4e-243  807.7   0.0   1   1  5.8e-246  2.9e-243  807.4   0.0     2   857    22   857    21   860 0.94 Isoleucine--tRNA ligase
AAM_01867            -            891 TIGR00392            TIGR00392    861  1.6e-101  338.5   0.0   1   2   3.4e-31   1.7e-28   96.9   0.0     5   248     5   236     1   249 0.90 Valine--tRNA ligase
AAM_01867            -            891 TIGR00392            TIGR00392    861  1.6e-101  338.5   0.0   2   2   2.1e-73   1.1e-70  236.5   0.0   313   838   255   759   243   777 0.86 Valine--tRNA ligase
AAM_02325            -            864 TIGR00392            TIGR00392    861   6.4e-53  177.7   0.3   1   5   6.6e-26   3.3e-23   79.4   0.0     5   191    10   179     6   184 0.92 Leucine--tRNA ligase
AAM_02325            -            864 TIGR00392            TIGR00392    861   6.4e-53  177.7   0.3   2   5   0.00097      0.48    6.0   0.1   410   458   185   233   181   237 0.92 Leucine--tRNA ligase
AAM_02325            -            864 TIGR00392            TIGR00392    861   6.4e-53  177.7   0.3   3   5   3.1e-07   0.00015   17.6   0.0   297   358   322   379   251   420 0.72 Leucine--tRNA ligase
AAM_02325            -            864 TIGR00392            TIGR00392    861   6.4e-53  177.7   0.3   4   5   1.1e-09   5.2e-07   25.8   0.0   460   543   429   511   422   546 0.66 Leucine--tRNA ligase
AAM_02325            -            864 TIGR00392            TIGR00392    861   6.4e-53  177.7   0.3   5   5   2.1e-13     1e-10   38.0   0.0   610   811   621   798   615   818 0.78 Leucine--tRNA ligase
AAM_00935            -            511 TIGR00392            TIGR00392    861     8e-23   78.1   0.0   1   3   3.2e-11   1.6e-08   30.8   0.0    46   120    13    85     3    97 0.84 Methionine--tRNA ligase
AAM_00935            -            511 TIGR00392            TIGR00392    861     8e-23   78.1   0.0   2   3      0.01       5.1    2.6   0.0   415   476   154   219   151   222 0.78 Methionine--tRNA ligase
AAM_00935            -            511 TIGR00392            TIGR00392    861     8e-23   78.1   0.0   3   3     3e-14   1.5e-11   40.8   0.0   534   789   224   474   221   482 0.83 Methionine--tRNA ligase
AAM_01476            -            449 TIGR00392            TIGR00392    861   3.1e-08   29.8   0.0   1   1     9e-11   4.4e-08   29.3   0.0   586   664   243   321   236   329 0.91 Cysteine--tRNA ligase
AAM_00959            -            596 TIGR00392            TIGR00392    861     6e-05   19.0   0.0   1   1   1.7e-07   8.4e-05   18.5   0.0   610   659   408   458   386   483 0.79 Arginine--tRNA ligase
AAM_01185            -            519 TIGR00392            TIGR00392    861     0.025   10.3   0.0   1   1   7.2e-05     0.036    9.8   0.0   603   641   279   317   275   339 0.80 Lysine--tRNA ligase
AAM_02325            -            864 TIGR00396            TIGR00396    843  2.6e-296  982.8   0.0   1   1  5.1e-299  2.9e-296  982.6   0.0     1   842    11   862    11   863 0.97 Leucine--tRNA ligase
